"","doi","icpsr_doi","title"
"1267","10.1257/app.1.4.170","10.3886/E113572V1","How Large Are Non-Budget-Constraint Effects of Prices on Demand?"
"1268","10.1257/app.1.4.1","10.3886/E113573V1","Do Television and Radio Destroy Social Capital? Evidence from Indonesian Villages"
"1269","10.1257/app.1.4.200","10.3886/E113574V1","In Pursuit of Balance: Randomization in Practice in Development Field Experiments"
"1270","10.1257/app.1.4.34","10.3886/E113575V1","Peer Effects in the Workplace: Evidence from Random Groupings in Professional Golf Tournaments"
"1271","10.1257/app.1.4.69","10.3886/E113576V1","The Effects of Peer Group Heterogeneity on the Production of Human Capital at West Point"
"1272","10.1257/app.1.4.85","10.3886/E113577V1","Teaching Students and Teaching Each Other: The Importance of Peer Learning for Teachers"
"1273","10.1257/app.20120337","10.3886/E113578V1","The Role of Connections in Academic Promotions"
"1274","10.1257/app.20120359","10.3886/E113579V1","Saving Lives at Birth: The Impact of Home Births on Infant Outcomes"
"1275","10.1257/app.20120387","10.3886/E113580V1","Political Parties and Labor-Market Outcomes: Evidence from US States"
"1276","10.1257/app.20130034","10.3886/E113581V1","Does Merger Simulation Work? Evidence from the Swedish Analgesics Market"
"1277","10.1257/app.20130046","10.3886/E113582V1","Hassle Costs and Price Discrimination: An Empirical Welfare Analysis"
"1278","10.1257/app.20130104","10.3886/E113583V1","The Rise of Fringe Competitors in the Wake of an Emerging Middle Class: An Empirical Analysis"
"1279","10.1257/app.20130126","10.3886/E113584V1","Should Cash Transfers Be Conditional? Conditionality, Preventive Care, and Health Outcomes"
"1280","10.1257/app.20130169","10.3886/E113585V1","Regulatory Redistribution in the Market for Health Insurance"
"1281","10.1257/app.20130170","10.3886/E113586V1","Demand for Alcohol Consumption in Russia and Its Implication for Mortality"
"1282","10.1257/app.20130267","10.3886/E113587V1","One Laptop per Child at Home: Short-Term Impacts from a Randomized Experiment in Peru"
"1283","10.1257/app.20130272","10.3886/E113588V1","The Impacts of Microcredit: Evidence from Bosnia and Herzegovina"
"1284","10.1257/app.20130346","10.3886/E113589V1","Wintertime for Deceptive Advertising?"
"1285","10.1257/app.20130359","10.3886/E113590V1","The Effect of Product Demand on Inequality: Evidence from the United States and the United Kingdom"
"1286","10.1257/app.20130401","10.3886/E113591V1","Labor Market Effects of Social Programs: Evidence from India's Employment Guarantee"
"1287","10.1257/app.20130423","10.3886/E113592V1","Improving College Access and Success for Low-Income Students: Evidence from a Large Need-Based Grant Program"
"1288","10.1257/app.20130442","10.3886/E113593V1","Social Networks and the Decision to Insure"
"1289","10.1257/app.20130472","10.3886/E113594V1","One Mandarin Benefits the Whole Clan: Hometown Favoritism in an Authoritarian Regime"
"1290","10.1257/app.20130480","10.3886/E113595V1","Together We Will: Experimental Evidence on Female Voting Behavior in Pakistan"
"1291","10.1257/app.20130482","10.3886/E113596V1","The Consequences of Teenage Childbearing before Roe v. Wade"
"1292","10.1257/app.20130489","10.3886/E113597V1","The Impacts of Microfinance: Evidence from Joint-Liability Lending in Mongolia"
"1293","10.1257/app.20130505","10.3886/E113598V1","The Long-Run Effects of Attending an Elite School: Evidence from the United Kingdom"
"1294","10.1257/app.20130533","10.3886/E113599V1","The Miracle of Microfinance? Evidence from a Randomized Evaluation"
"1295","10.1257/app.20140010","10.3886/E113600V1","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador"
"1296","10.1257/app.20140022","10.3886/E113601V1","Professors in Core Science Fields Are Not Always Biased against Women: Evidence from France"
"1297","10.1257/app.20140030","10.3886/E113602V1","The Girl Next Door: The Effect of Opposite Gender Friends on High School Achievement"
"1298","10.1257/app.20140039","10.3886/E113603V1","Legal Status and the Criminal Activity of Immigrants"
"1299","10.1257/app.20140044","10.3886/E113604V1","Checklists and Worker Behavior: A Field Experiment"
"1300","10.1257/app.20140062","10.3886/E113605V1","The Effect of Access to College Assessments on Enrollment and Attainment"
"1301","10.1257/app.20140073","10.3886/E113606V1","The Contribution of the Minimum Wage to US Wage Inequality over Three Decades: A Reassessment"
"1302","10.1257/app.20140095","10.3886/E113607V1","Immigrants Equilibrate Local Labor Markets: Evidence from the Great Recession"
"1303","10.1257/app.20140100","10.3886/E113608V1","Spring Forward at Your Own Risk: Daylight Saving Time and Fatal Vehicle Crashes"
"1304","10.1257/app.20140111","10.3886/E113609V1","The Judge, the Politician, and the Press: Newspaper Coverage and Criminal Sentencing across Electoral Systems"
"1305","10.1257/app.20140135","10.3886/E113610V1","Understanding the Changing Structure of Scientific Inquiry"
"1306","10.1257/app.20140184","10.3886/E113611V1","Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start"
"1307","10.1257/app.20140185","10.3886/E113612V1","Unintended Effects of Anonymous Résumés"
"1308","10.1257/app.20140201","10.3886/E113613V1","Development from Representation? A Study of Quotas for the Scheduled Castes in India"
"1309","10.1257/app.20140262","10.3886/E113614V1","Does Grief Transfer across Generations? Bereavements during Pregnancy and Child Outcomes"
"1310","10.1257/app.20140323","10.3886/E113615V1","Birthdays, Schooling, and Crime: Regression-Discontinuity Analysis of School Performance, Delinquency, Dropout, and Crime Initiation"
"1311","10.1257/app.20140350","10.3886/E113616V1","Trade Liberalization and Markup Dispersion: Evidence from China's WTO Accession"
"1312","10.1257/app.20140352","10.3886/E113617V1","Racial Discrimination in Grading: Evidence from Brazil"
"1313","10.1257/app.20140362","10.3886/E113618V1","Internal Labor Migration as a Shock Coping Strategy: Evidence from a Typhoon"
"1314","10.1257/app.20140379","10.3886/E113619V1","The Long-Term Effects of the Printing Press in Sub-Saharan Africa"
"1315","10.1257/app.20140404","10.3886/E113620V1","Income Opportunities and Sea Piracy in Indonesia: Evidence from Satellite Data"
"1316","10.1257/app.20140405","10.3886/E113621V1","The Impact of Women's Health Clinic Closures on Preventive Care"
"1317","10.1257/app.20140430","10.3886/E113622V1","Race, Ethnicity, and Discriminatory Zoning"
"1318","10.1257/app.20140468","10.3886/E113623V1","Can Social Information Affect What Job You Choose and Keep?"
"1319","10.1257/app.20140494","10.3886/E113624V1","Iron Deficiency and Schooling Attainment in Peru"
"1320","10.1257/app.20140495","10.3886/E113625V1","Dodging the Taxman: Firm Misreporting and Limits to Tax Enforcement"
"1321","10.1257/app.20140506","10.3886/E113626V1","The Returns to Medical School: Evidence from Admission Lotteries"
"1322","10.1257/app.20140533","10.3886/E113627V1","Habit Formation in Voting: Evidence from Rainy Elections"
"1323","10.1257/app.20150004","10.3886/E113628V1","Regulation of Insurance with Adverse Selection and Switching Costs: Evidence from Medicare Part D"
"1324","10.1257/app.20150023","10.3886/E113629V1","The Returns to Microenterprise Support among the Ultrapoor: A Field Experiment in Postwar Uganda"
"1325","10.1257/app.20150027","10.3886/E113630V1","Experimental Evidence on the Long-Run Impact of Community-Based Monitoring"
"1326","10.1257/app.20150042","10.3886/E113631V1","Market-Based Lobbying: Evidence from Advertising Spending in Italy"
"1327","10.1257/app.20150043","10.3886/E113632V1","The Effects of DNA Databases on Crime"
"1328","10.1257/app.20150044","10.3886/E113633V1","Star Wars: The Empirics Strike Back"
"1329","10.1257/app.20150048","10.3886/E113634V1","The Effect of Cash, Vouchers, and Food Transfers on Intimate Partner Violence: Evidence from a Randomized Experiment in Northern Ecuador"
"1330","10.1257/app.20150057","10.3886/E113635V1","Social Networks as Contract Enforcement: Evidence from a Lab Experiment in the Field"
"1331","10.1257/app.20150059","10.3886/E113636V1","Learning by Driving: Productivity Improvements by New York City Taxi Drivers"
"1332","10.1257/app.20150076","10.3886/E113637V1","Do Fiscal Rules Matter?"
"1333","10.1257/app.20150083","10.3886/E113638V1","Sanitation and Education"
"1334","10.1257/app.20150087","10.3886/E113639V1","Universal Investment in Infants and Long-Run Health: Evidence from Denmark's 1937 Home Visiting Program"
"1335","10.1257/app.20150090","10.3886/E113640V1","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students"
"1336","10.1257/app.20150112","10.3886/E113641V1","Buy the Book? Evidence on the Effect of Textbook Funding on School-Level Achievement"
"1337","10.1257/app.20150114","10.3886/E113642V1","Immigrants' Effect on Native Workers: New Analysis on Longitudinal Data"
"1338","10.1257/app.20150131","10.3886/E113643V1","Beyond Statistics: The Economic Content of Risk Scores"
"1339","10.1257/app.20150158","10.3886/E113644V1","The Impact of Disability Benefits on Labor Supply: Evidence from the VA's Disability Compensation Program"
"1340","10.1257/app.20150172","10.3886/E113645V1","Cash for Corollas: When Stimulus Reduces Spending"
"1341","10.1257/app.20150213","10.3886/E113646V1","The Long-Run Economic Consequences of High-Stakes Examinations: Evidence from Transitory Variation in Pollution"
"1342","10.1257/app.20150234","10.3886/E113647V1","Financial Incentives and the Fertility-Sex Ratio Trade-Off"
"1343","10.1257/app.20150241","10.3886/E113648V1","The Price of Prejudice"
"1344","10.1257/app.20150245","10.3886/E113649V1","The Effects of Micro-entrepreneurship Programs on Labor Market Performance: Experimental Evidence from Chile"
"1345","10.1257/app.20150295","10.3886/E113650V1","Parental Job Loss and Children's Long-Term Outcomes: Evidence from 7 Million Fathers' Layoffs"
"1346","10.1257/app.20150310","10.3886/E113651V1","The Causal Effect of Competition on Prices and Quality: Evidence from a Field Experiment"
"1347","10.1257/app.20150314","10.3886/E113652V1","Signing Up New Fathers: Do Paternity Establishment Initiatives Increase Marriage, Parental Investment, and Child Well-Being?"
"1348","10.1257/app.20150342","10.3886/E113653V1","Customary Norms, Inheritance, and Human Capital: Evidence from a Reform of the Matrilineal System in Ghana"
"1349","10.1257/app.20150360","10.3886/E113654V1","Do Free Trade Agreements Affect Tariffs of Nonmember Countries? A Theoretical and Empirical Investigation"
"1350","10.1257/app.20150365","10.3886/E113655V1","Education and Mortality: Evidence from a Social Experiment"
"1351","10.1257/app.20150373","10.3886/E113656V1","Patents as a Spur to Subsequent Innovation? Evidence from Pharmaceuticals"
"1352","10.1257/app.20150385","10.3886/E113657V1","Technology and Child Development: Evidence from the One Laptop per Child Program"
"1353","10.1257/app.20150390","10.3886/E113658V1","The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India"
"1354","10.1257/app.20150397","10.3886/E113659V1","Moving to Opportunity or Isolation? Network Effects of a Randomized Housing Lottery in Urban India"
"1355","10.1257/app.20150405","10.3886/E113660V1","The Long-Run Effects of Labor Migration on Human Capital Formation in Communities of Origin"
"1356","10.1257/app.20150411","10.3886/E113661V1","A Short-Run View of What Computers Do: Evidence from a UK Tax Incentive"
"1357","10.1257/app.20150421","10.3886/E113662V1","Expertise versus Bias in Evaluation: Evidence from the NIH"
"1358","10.1257/app.20150431","10.3886/E113663V1","Neighborhood Sanitation and Infant Mortality"
"1359","10.1257/app.20150447","10.3886/E113664V1","The Local Political Economy Effects of School Construction in Indonesia"
"1360","10.1257/app.20150476","10.3886/E113665V1","Does Early Life Exposure to Cigarette Smoke Permanently Harm Childhood Welfare? Evidence from Cigarette Tax Hikes"
"1361","10.1257/app.20150509","10.3886/E113666V1","Tax Me, but Spend Wisely? Sources of Public Finance and Government Accountability"
"1362","10.1257/app.20150512","10.3886/E113667V1","Politics and Local Economic Growth: Evidence from India"
"1363","10.1257/app.20150517","10.3886/E113668V1","The Effect of Labor Migration on the Diffusion of Democracy: Evidence from a Former Soviet Republic"
"1364","10.1257/app.20150530","10.3886/E113669V1","Why Do College-Going Interventions Work?"
"1365","10.1257/app.20150532","10.3886/E113670V1","Human Capital Persistence and Development"
"1366","10.1257/app.20150540","10.3886/E113671V1","Persuasion: A Case Study of Papal Influences on Fertility-Related Beliefs and Behavior"
"1367","10.1257/app.20150548","10.3886/E113672V1","Wealth Heterogeneity and the Income Elasticity of Migration"
"1368","10.1257/app.20150554","10.3886/E113673V1","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up"
"1369","10.1257/app.20150576","10.3886/E113674V1","Fertility Decline and Missing Women"
"1370","10.1257/app.20150581","10.3886/E113675V1","Hospitals as Insurers of Last Resort"
"1371","10.1257/app.20160004","10.3886/E113676V1","Cycling to School: Increasing Secondary School Enrollment for Girls in India"
"1372","10.1257/app.20160008","10.3886/E113677V1","The Distortionary Effects of Incentives in Government: Evidence from China's ""Death Ceiling"" Program"
"1373","10.1257/app.20160030","10.3886/E113678V1","Do the Effects of Temporary Ethnic Group Quotas Persist? Evidence from India"
"1374","10.1257/app.20160055","10.3886/E113679V1","The Use of Violence in Illegal Markets: Evidence from Mahogany Trade in the Brazilian Amazon"
"1375","10.1257/app.20160056","10.3886/E113680V1","Life after Lead: Effects of Early Interventions for Children Exposed to Lead"
"1376","10.1257/app.20160066","10.3886/E113681V1","Ethnolinguistic Favoritism in African Politics"
"1377","10.1257/app.20160079","10.3886/E113682V1","Do College Graduates Serving as Village Officials Help Rural China?"
"1378","10.1257/app.20160089","10.3886/E113683V1","Social Media and Corruption"
"1379","10.1257/app.20160121","10.3886/E113684V1","The Persistent Effect of Temporary Affirmative Action"
"1380","10.1257/app.20160126","10.3886/E113685V1","The Big Sort: College Reputation and Labor Market Outcomes"
"1381","10.1257/app.20160140","10.3886/E113686V1","Risky Transportation Choices and the Value of a Statistical Life"
"1382","10.1257/app.20160150","10.3886/E113687V1","Asymmetric Information and Remittances: Evidence from Matched Administrative Data"
"1383","10.1257/app.20160179","10.3886/E113688V1","Team Production in International Labor Markets: Experimental Evidence from the Field"
"1384","10.1257/app.20160183","10.3886/E113689V1","Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming"
"1385","10.1257/app.20160195","10.3886/E113690V1","The Family Peer Effect on Mothers' Labor Supply"
"1386","10.1257/app.20160213","10.3886/E113691V1","Racial Discrimination in the Sharing Economy: Evidence from a Field Experiment"
"1387","10.1257/app.20160214","10.3886/E113692V1","Conflicts of Interest and Steering in Residential Brokerage"
"1388","10.1257/app.20160220","10.3886/E113693V1","Conflict and the Persistence of Ethnic Bias"
"1389","10.1257/app.20160232","10.3886/E113694V1","Diabetes and Diet: Purchasing Behavior Change in Response to Health Information"
"1390","10.1257/app.20160247","10.3886/E113695V1","There Will Be Killing: Collectivization and Death of Draft Animals"
"1391","10.1257/app.20160257","10.3886/E113696V1","Paying to Avoid Recession: Using Reenlistment to Estimate the Cost of Unemployment"
"1392","10.1257/app.20160262","10.3886/E113697V1","Property Rights and Gender Bias: Evidence from Land Reform in West Bengal"
"1393","10.1257/app.20160267","10.3886/E113698V1","In a Small Moment: Class Size and Moral Hazard in the Italian Mezzogiorno"
"1394","10.1257/app.20160278","10.3886/E113699V1","For Better or for Worse?: Education and the Prevalence of Domestic Violence in Turkey"
"1395","10.1257/app.20160350","10.3886/E113700V1","Externalities and Taxation of Supplemental Insurance: A Study of Medicare and Medigap"
"1396","10.1257/app.20160390","10.3886/E113701V1","Emotional Judges and Unlucky Juveniles"
"1397","10.1257/app.20160395","10.3886/E113702V1","Access to Migration for Rural Households"
"1398","10.1257/app.20160404","10.3886/E113703V1","Do Low Levels of Blood Lead Reduce Children's Future Test Scores?"
"1399","10.1257/app.20160426","10.3886/E113704V1","Modern Family? Paternity Leave and Marital Stability"
"1400","10.1257/app.20160429","10.3886/E113705V1","The Neighborhood Impacts of Local Infrastructure Investment: Evidence from Urban Mexico"
"1401","10.1257/app.20160436","10.3886/E113706V1","The Effect of Pollution on Worker Productivity: Evidence from Call Center Workers in China"
"1402","10.1257/app.20160469","10.3886/E113707V1","Incentivizing Safer Sexual Behavior: Evidence from a Lottery Experiment on HIV Prevention"
"1403",NA,"10.3886/E113708V1",NA
"1404","10.1257/app.20160567","10.3886/E113709V1","School Finance Reform and the Distribution of Student Achievement"
"1405","10.1257/app.20160618","10.3886/E113710V1","Does Electoral Competition Curb Party Favoritism?"
"1406","10.1257/app.20160626","10.3886/E113711V1","Academic Peer Effects with Different Group Assignment Policies: Residential Tracking versus Random Assignment"
"1407","10.1257/app.20160634","10.3886/E113712V1","Free to Choose: Can School Choice Reduce Student Achievement?"
"1408","10.1257/app.20160664","10.3886/E113713V1","Changes in Workplace Heterogeneity and How They Widen the Gender Wage Gap"
"1409","10.1257/app.20170042","10.3886/E113714V1","Mentors or Teachers? Microenterprise Training in Kenya"
"1410","10.1257/app.20170048","10.3886/E113715V1","Do Risk Preferences Change? Evidence from the Great East Japan Earthquake"
"1411","10.1257/app.20170068","10.3886/E113716V1","Identifying Sorting in Practice"
"1412","10.1257/app.20170077","10.3886/E113717V1","Role Models or Individual Consulting: The Impact of Personalizing Micro-entrepreneurship Training"
"1413",NA,"10.3886/E113718V1",NA
"1414","10.1257/app.20170113","10.3886/E113719V1","Foreign Rivals Are Coming to Town: Responding to the Threat of Foreign Multinational Entry"
"1415","10.1257/app.20170117","10.3886/E113720V1","Adverse Selection in ACA Exchange Markets: Evidence from Colorado"
"1416","10.1257/app.20170163","10.3886/E113721V1","Job Search Periods for Welfare Applicants: Evidence from a Randomized Experiment"
"1417","10.1257/app.20170223","10.3886/E113722V1","Temperature and Decisions: Evidence from 207,000 Court Cases"
"1418","10.1257/app.20170249","10.3886/E113723V1","Partners in Crime"
"1419","10.1257/app.20170286","10.3886/E113724V1","Severe Air Pollution and Labor Productivity: Evidence from Industrial Towns in China"
"1420","10.1257/app.20170288","10.3886/E113725V1","Soft Commitments, Reminders, and Academic Performance"
"1421","10.1257/app.20170295","10.3886/E113726V1","Health Care Spending and Utilization in Public and Private Medicare"
"1422","10.1257/app.20170300","10.3886/E113727V1","Early Childhood Education by Television: Lessons from Sesame Street"
"1423","10.1257/app.20170328","10.3886/E113728V1","The Welfare Effects of Nudges: A Case Study of Energy Use Social Comparisons"
"1424","10.1257/app.20170411","10.3886/E113729V1","Was the First Public Health Campaign Successful?"
"1425","10.1257/app.20170438","10.3886/E113730V1","Cooperation in Polygynous Households"
"1426","10.1257/app.20170478","10.3886/E113731V1","Using Linked Survey and Administrative Data to Better Measure Income: Implications for Poverty, Program Effectiveness, and Holes in the Safety Net"
"1427","10.1257/app.20170497","10.3886/E113732V1","Labor Drops: Experimental Evidence on the Return to Additional Labor in Microenterprises"
"1428","10.1257/app.20170543","10.3886/E113733V1","Are Credit Markets Still Local? Evidence from Bank Branch Closings"
"1429","10.1257/app.20170566","10.3886/E113734V1","Bridging the Intention-Behavior Gap? The Effect of Plan-Making Prompts on Job Search and Employment"
"1430","10.1257/app.20170670","10.3886/E113735V1","Financial Incentives as Signals: Experimental Evidence from the Recruitment of Village Promoters in Uganda"
"1431","10.1257/app.2.1.116","10.3886/E113736V1","The Changing Consequences of Attending Historically Black Colleges and Universities"
"1432","10.1257/app.2.1.149","10.3886/E113737V1","Prize Structure and Information in Tournaments: Experimental Evidence"
"1433","10.1257/app.2.1.165","10.3886/E113738V1","Age at Arrival, English Proficiency, and Social Assimilation among US Immigrants"
"1434","10.1257/app.2.1.1","10.3886/E113739V1","The Effect of Bans and Taxes on Passive Smoking"
"1435","10.1257/app.2.1.211","10.3886/E113740V1","Externalities in the Classroom: How Children Exposed to Domestic Violence Affect Everyone's Kids"
"1436","10.1257/app.2.1.33","10.3886/E113741V1","Parental Education and Child Health: Evidence from a Natural Experiment in Taiwan"
"1437","10.1257/app.2.1.62","10.3886/E113742V1","Intergenerational Networks, Unemployment, and Persistent Inequality in South Africa"
"1438","10.1257/app.2.2.118","10.3886/E113743V1","Modern Medicine and the Twentieth Century Decline in Mortality: Evidence on the Impact of Sulfa Drugs"
"1439","10.1257/app.2.2.164","10.3886/E113744V1","Promoting Healthy Choices: Information versus Convenience"
"1440","10.1257/app.2.2.179","10.3886/E113745V1","Disclosure by Politicians"
"1441","10.1257/app.2.2.1","10.3886/E113746V1","Malaria Eradication in the Americas: A Retrospective Analysis of Childhood Exposure"
"1442","10.1257/app.2.2.210","10.3886/E113747V1","An Empirical Analysis of the Gender Gap in Mathematics"
"1443","10.1257/app.2.2.241","10.3886/E113748V1","Identification of Social Interactions through Partially Overlapping Peer Groups"
"1444","10.1257/app.2.2.46","10.3886/E113749V1","Malaria Eradication and Educational Attainment: Evidence from Paraguay and Sri Lanka"
"1445","10.1257/app.2.2.72","10.3886/E113750V1","Early-Life Malaria Exposure and Adult Outcomes: Evidence from Malaria Eradication in India"
"1446","10.1257/app.2.2.95","10.3886/E113751V1","Ability, Gender, and Performance Standards: Evidence from Academic Probation"
"1447","10.1257/app.2.3.129","10.3886/E113752V1","Why Have College Completion Rates Declined? An Analysis of Changing Student Preparation and Collegiate Resources"
"1448","10.1257/app.2.3.190","10.3886/E113753V1","Service Delivery and Corruption in Public Services: How Does History Matter?"
"1449","10.1257/app.2.3.1","10.3886/E113754V1","Does Wage Persistence Matter for Employment Fluctuations? Evidence from Displaced Workers"
"1450","10.1257/app.2.3.205","10.3886/E113755V1","Teacher Incentives"
"1451","10.1257/app.2.3.228","10.3886/E113756V1","Dynamics of the Gender Gap for Young Professionals in the Financial and Corporate Sectors"
"1452","10.1257/app.2.3.22","10.3886/E113757V1","Information, Direct Access to Farmers, and Rural Market Performance in Central India"
"1453","10.1257/app.2.3.256","10.3886/E113758V1","Freedom Fries"
"1454","10.1257/app.2.3.46","10.3886/E113759V1","Information from Markets Near and Far: Mobile Phones and Agricultural Markets in Niger"
"1455","10.1257/app.2.3.60","10.3886/E113760V1","Microfinance Games"
"1456","10.1257/app.2.3.96","10.3886/E113761V1","Do Temporary-Help Jobs Improve Labor Market Outcomes for Low-Skilled Workers? Evidence from ""Work First"""
"1457","10.1257/app.2.4.105","10.3886/E113762V1","The Flattening Firm and Product Market Competition: The Effect of Trade Liberalization on Corporate Hierarchies"
"1458","10.1257/app.2.4.128","10.3886/E113763V1","Minimum Wages and Earnings Inequality in Urban Mexico"
"1459","10.1257/app.2.4.150","10.3886/E113764V1","School Competition and Efficiency with Publicly Funded Catholic Schools"
"1460","10.1257/app.2.4.1","10.3886/E113765V1","Factor Immobility and Regional Impacts of Trade Liberalization: Evidence on Poverty from India"
"1461","10.1257/app.2.4.200","10.3886/E113766V1","Government Spending and Legislative Organization: Quasi-experimental Evidence from Germany"
"1462","10.1257/app.2.4.213","10.3886/E113767V1","Put Your Money Where Your Butt Is: A Commitment Contract for Smoking Cessation"
"1463","10.1257/app.2.4.236","10.3886/E113768V1","The Importance of Being Wanted"
"1464","10.1257/app.2.4.42","10.3886/E113769V1","Trade Adjustment and Human Capital Investments: Evidence from Indian Tariff Reform"
"1465","10.1257/app.2.4.76","10.3886/E113770V1","Beyond Signaling and Human Capital: Education and the Revelation of Ability"
"1466","10.1257/app.3.1.101","10.3886/E113771V1","The Labor Market Returns to Cognitive and Noncognitive Ability: Evidence from the Swedish Enlistment"
"1467","10.1257/app.3.1.129","10.3886/E113772V1","Minimum Wages and Firm Profitability"
"1468","10.1257/app.3.1.152","10.3886/E113773V1","Are Restaurants Really Supersizing America?"
"1469","10.1257/app.3.1.189","10.3886/E113774V1","Aftershocks: The Impact of Clinic Violence on Abortion Services"
"1470","10.1257/app.3.1.1","10.3886/E113775V1","Do Teenagers Respond to HIV Risk Information? Evidence from a Field Experiment in Kenya"
"1471","10.1257/app.3.1.224","10.3886/E113776V1","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments"
"1472","10.1257/app.3.1.239","10.3886/E113777V1","Caste as an Impediment to Trade"
"1473","10.1257/app.3.1.35","10.3886/E113778V1","Transactional Sex as a Response to Risk in Western Kenya"
"1474","10.1257/app.3.1.65","10.3886/E113779V1","Traffic Congestion and Infant Health: Evidence from E-ZPass"
"1475","10.1257/app.3.1.91","10.3886/E113780V1","Menstruation, Sanitary Products, and School Attendance: Evidence from a Randomized Evaluation"
"1476","10.1257/app.3.2.119","10.3886/E113781V1","Conscription and Crime: Evidence from the Argentine Draft Lottery"
"1477","10.1257/app.3.2.137","10.3886/E113782V1","Purchasing Power Parity Exchange Rates for the Global Poor"
"1478","10.1257/app.3.2.167","10.3886/E113783V1","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia"
"1479","10.1257/app.3.2.196","10.3886/E113784V1","The Price of Political Opposition: Evidence from Venezuela's <em>Maisanta</em>"
"1480","10.1257/app.3.2.1","10.3886/E113785V1","Mechanisms and Impacts of Gender Peer Effects at School"
"1481","10.1257/app.3.2.34","10.3886/E113786V1","The Wrong Side(s) of the Tracks: The Causal Effects of Racial Segregation on Urban Poverty and Inequality"
"1482","10.1257/app.3.2.67","10.3886/E113787V1","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy"
"1483","10.1257/app.3.2.96","10.3886/E113788V1","Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery"
"1484","10.1257/app.3.3.124","10.3886/E113789V1","Marrying Up: The Role of Sex Ratio in Assortative Matching"
"1485","10.1257/app.3.3.158","10.3886/E113790V1","Are High-Quality Schools Enough to Increase Achievement among the Poor? Evidence from the Harlem Children's Zone"
"1486","10.1257/app.3.3.188","10.3886/E113791V1","Subsidizing Vocational Training for Disadvantaged Youth in Colombia: Evidence from a Randomized Trial"
"1487","10.1257/app.3.3.1","10.3886/E113792V1","Government Transfers and Political Support"
"1488","10.1257/app.3.3.221","10.3886/E113793V1","Returns to Local-Area Health Care Spending: Evidence from Health Shocks to Patients Far from Home"
"1489","10.1257/app.3.3.244","10.3886/E113794V1","Do Social Connections Reduce Moral Hazard? Evidence from the New York City Taxi Industry"
"1490","10.1257/app.3.3.29","10.3886/E113795V1","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics"
"1491","10.1257/app.3.3.88","10.3886/E113796V1","Low-Skilled Immigration and the Labor Supply of Highly Skilled Women"
"1492","10.1257/app.3.4.119","10.3886/E113797V1","Government Advertising and Media Coverage of Corruption Scandals"
"1493",NA,"10.3886/E113798V1",NA
"1494","10.1257/app.3.4.186","10.3886/E113799V1","Subsidized Farm Input Programs and Agricultural Performance: A Farm-Level Analysis of West Bengal's Green Revolution, 1982-1995"
"1495","10.1257/app.3.4.1","10.3886/E113800V1","Informal Taxation"
"1496","10.1257/app.3.4.215","10.3886/E113801V1","Economic Shocks and Civil Conflict: A Comment"
"1497","10.1257/app.3.4.228","10.3886/E113802V1","Re-examining Economic Shocks and Civil Conflict"
"1498","10.1257/app.3.4.29","10.3886/E113803V1","Public Provision and Protection of Natural Resources: Groundwater Irrigation in Rural India"
"1499","10.1257/app.3.4.56","10.3886/E113804V1","Health Capital and the Prenatal Environment: The Effect of Ramadan Observance during Pregnancy"
"1500","10.1257/app.3.4.86","10.3886/E113805V1","The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits"
"1501","10.1257/app.4.1.109","10.3886/E113806V1","When the Saints Go Marching Out: Long-Term Outcomes for Student Evacuees from Hurricanes Katrina and Rita"
"1502","10.1257/app.4.1.136","10.3886/E113807V1","Sorting in Experiments with Application to Social Preferences"
"1503","10.1257/app.4.1.193","10.3886/E113808V1","Do Expert Reviews Affect the Demand for Wine?"
"1504","10.1257/app.4.1.212","10.3886/E113809V1","Are Female Leaders Good for Education? Evidence from India"
"1505","10.1257/app.4.1.245","10.3886/E113810V1","Enhancing Cognitive Functioning: Medium-Term Effects of a Health and Family Planning Program in Matlab"
"1506","10.1257/app.4.1.30","10.3886/E113811V1","Partisan Grading"
"1507","10.1257/app.4.1.49","10.3886/E113812V1","An Empirical Investigation of the Option Value of College Enrollment"
"1508","10.1257/app.4.1.85","10.3886/E113813V1","School Desegregation and Urban Change: Evidence from City Boundaries"
"1509","10.1257/app.4.2.134","10.3886/E113814V1","Risk Pooling, Risk Preferences, and Social Networks"
"1510","10.1257/app.4.2.168","10.3886/E113815V1","Productivity Spillovers across Firms through Worker Mobility"
"1511","10.1257/app.4.2.199","10.3886/E113816V1","Indirect Effects of a Policy Altering Criminal Behavior: Evidence from the Italian Prison Experiment"
"1512","10.1257/app.4.2.219","10.3886/E113817V1","The Effect of Shift Structure on Performance"
